source_entry_id,source_headword,source_volume,ordinal,raw_target,raw_context,status,target_entry_id,target_headword,target_volume,match_words,redirect_hops,suffix_stripped
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,17,Indikator,"Indikator, der die Handlungsursächlichkeit der Transformation explizi",same_volume,Bd03_G-Inn:0598:0445,Indikator,Bd03_G-Inn,1,0,
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,18,Askription/Askriptivismus,Askription/Askriptivismus,slash_half,Bd01_A-B:0274:0371,Askription/Askriptivismus,Bd01_A-B,1,0,
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,19,Aussagenvariablen,"Aussagenvariablen auch durch logisch komplexe Aussagen substituiert werden, s",deinflected,Bd01_A-B:0330:0421,Aussagenvariable,Bd01_A-B,1,0,n
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,20,Kripke-Semantik,Kripke-Semantik,cross_volume,Bd04_Ins-Loc:0410:0325,Kripke-Semantik,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,21,Askription/Askriptivismus,"Askription/Askriptivismus,",slash_half,Bd01_A-B:0274:0371,Askription/Askriptivismus,Bd01_A-B,1,0,
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,22,zusprechen/absprechen,zusprechen/absprechen,slash_half,Bd08_Th-Z:0708:0632,zusprechen/absprechen,Bd08_Th-Z,1,0,
Bd03_G-Inn:0300:0224,Handlungslogik,Bd03_G-Inn,23,Intentionalität,"Intentionalität des Handelns, indem sie bei einem zweistelligen Operator",cross_volume,Bd04_Ins-Loc:0040:0018,Intentionalität,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,0,Aktualisierung,Aktualisierung einer,cross_volume,Bd01_A-B:0088:0108,Aktualisierung,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,1,Handlung,"Handlung, einem Handlungstoken oder Akt (engl",same_volume,Bd03_G-Inn:0291:0223,Handlung,Bd03_G-Inn,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,2,Abstraktion,Abstraktion (,cross_volume,Bd01_A-B:0045:0033,Abstraktion,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,3,abstrakt,abstrakt,cross_volume,Bd01_A-B:0044:0031,abstrakt,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,4,Äquivalenzrelation,Äquivalenzrelation,cross_volume,Bd01_A-B:0213:0310,Äquivalenzrelation,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,5,type,"type and token,",cross_volume,Bd08_Th-Z:0158:0108,type and token,Bd08_Th-Z,3,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,6,Handlungstyp/Handlungstoken,Handlungstyp/Handlungstoken,slash_half,Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,7,Ding,"Ding, z",cross_volume,Bd02_C-F:0234:0255,Ding,Bd02_C-F,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,8,Marke,Marke,cross_volume,Bd05_Log-N:0237:0161,Marke,Bd05_Log-N,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,9,Logik,"Logik, formale",cross_volume,Bd05_Log-N:0050:0022,"Logik, formale",Bd05_Log-N,2,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,10,Variablen,"Variablen im eigentlichen Sinn, den Platzhaltern für Leerstellen, zu",deinflected,Bd08_Th-Z:0278:0252,Variable,Bd08_Th-Z,1,0,n
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,11,Variable,"Variable, schematische",cross_volume,Bd08_Th-Z:0281:0253,"Variable, schematische",Bd08_Th-Z,2,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,12,Aussageschema,Aussageschema eine (beliebige,cross_volume,Bd01_A-B:0330:0422,Aussageschema,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,13,äquivok,äquivok,cross_volume,Bd01_A-B:0213:0311,äquivok,Bd01_A-B,1,0,
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,14,singularer,"singularer Handlungsvollzug, d",deinflected,Bd07_Re-Te:0405:0329,singular,Bd07_Re-Te,1,0,er
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,15,universales,"universales Handlungserleben, d",deinflected,Bd08_Th-Z:0206:0166,universal,Bd08_Th-Z,1,0,es
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,16,Denkens,"Denkens gilt, das man in Anlehnung an Vorstellungsbilder auch mit",deinflected,Bd02_C-F:0172:0193,Denken,Bd02_C-F,1,0,s
Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,17,Individuation,"Individuation einer Handlung, ihrer Zerlegung in gröbere oder feinere Ein",same_volume,Bd03_G-Inn:0604:0451,Individuation,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,0,Philosophie,"Philosophie, analytische",cross_volume,Bd06_O-Ra:0222:0190,"Philosophie, analytische",Bd06_O-Ra,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,1,Pragmatismus,"Pragmatismus, insbes",cross_volume,Bd06_O-Ra:0431:0310,Pragmatismus,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,2,Marxismus,"Marxismus, der",cross_volume,Bd05_Log-N:0252:0175,Marxismus,Bd05_Log-N,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,3,Existenzphilosophie,"Existenzphilosophie, der",cross_volume,Bd02_C-F:0468:0517,Existenzphilosophie,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,4,Hermeneutik,Hermeneutik und der,same_volume,Bd03_G-Inn:0382:0276,Hermeneutik,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,5,Phänomenologie,"Phänomenologie, und den zahlreichen von diesen Richtungen unterschiedlich",cross_volume,Bd06_O-Ra:0195:0175,Phänomenologie,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,6,Handlungen,Handlungen als ihrem wichtigsten Gegenstand befassen,deinflected,Bd03_G-Inn:0291:0223,Handlung,Bd03_G-Inn,1,0,en
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,7,Soziologie,"Soziologie, in der Definition M",cross_volume,Bd07_Re-Te:0467:0392,Soziologie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,8,Methode,"Methode, hermeneutische",cross_volume,Bd05_Log-N:0406:0293,"Methode, hermeneutische",Bd05_Log-N,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,9,Funktionalismus,"Funktionalismus,",cross_volume,Bd02_C-F:0612:0658,Funktionalismus,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,10,Strukturalismus,"Strukturalismus (philosophisch, wissenschaftstheoretisch",cross_volume,Bd07_Re-Te:0566:0465,"Strukturalismus (philosophisch, wissenschaftstheoretisch)",Bd07_Re-Te,3,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,11,Systemtheorie,"Systemtheorie, mit der zwischen dem methodologischen",cross_volume,Bd07_Re-Te:0657:0565,Systemtheorie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,12,Holismus,Holismus der Durkheim-Tradition und dem methodologischen Individuali,same_volume,Bd03_G-Inn:0445:0320,Holismus,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,13,Individualismus,"Individualismus, methodologischer",same_volume,Bd03_G-Inn:0601:0449,"Individualismus, methodologischer",Bd03_G-Inn,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,14,Psychologie,"Psychologie – von der Weber-Tradition für möglich, von der Durkheim-Tra",cross_volume,Bd06_O-Ra:0512:0410,Psychologie,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,15,Kognitivismus,Kognitivismus,cross_volume,Bd04_Ins-Loc:0269:0181,Kognitivismus,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,16,Erklärung,Erklärung als an (kulturwissenschaftlichem,cross_volume,Bd02_C-F:0399:0456,Erklärung,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,17,Verstehen,Verstehen interessierte Psychologie? Dabei ist auch zu berücksichtige,cross_volume,Bd08_Th-Z:0337:0314,Verstehen,Bd08_Th-Z,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,18,Mentalismus,Mentalismus der Kognitionspsychologie gern für den im Vergleich mit dem,cross_volume,Bd05_Log-N:0359:0255,Mentalismus,Bd05_Log-N,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,19,Behaviorismus,Behaviorismus angemesseneren (natur-,cross_volume,Bd01_A-B:0418:0527,Behaviorismus,Bd01_A-B,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,20,Verhaltensforschung,Verhaltensforschung,cross_volume,Bd08_Th-Z:0313:0285,Verhaltensforschung,Bd08_Th-Z,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,21,Handlung,Handlung,same_volume,Bd03_G-Inn:0291:0223,Handlung,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,22,Prohairesis,Prohairesis,cross_volume,Bd06_O-Ra:0468:0368,Prohairesis,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,23,Intention,Intention,cross_volume,Bd04_Ins-Loc:0038:0017,Intention,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,24,Syllogismus,"Syllogismus, praktischer",cross_volume,Bd07_Re-Te:0621:0529,"Syllogismus, praktischer",Bd07_Re-Te,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,25,Rhetorik,"Rhetorik, die in der lateinischen Tradition – zusammenfassend bei M",cross_volume,Bd07_Re-Te:0154:0118,Rhetorik,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,26,Methoden,Methoden bzw,deinflected,Bd05_Log-N:0399:0288,Methode,Bd05_Log-N,1,0,n
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,27,Idealtypen,Idealtypen,unresolved,,,,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,28,Interaktionen,Interaktionen,deinflected,Bd04_Ins-Loc:0044:0019,Interaktion,Bd04_Ins-Loc,1,0,en
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,29,Interaktionismus,"Interaktionismus, symbolischer",cross_volume,Bd04_Ins-Loc:0049:0021,"Interaktionismus, symbolischer",Bd04_Ins-Loc,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,30,Freiheit,Freiheit (handlungstheoretisch,cross_volume,Bd02_C-F:0584:0634,Freiheit (handlungstheoretisch),Bd02_C-F,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,31,Autonomie,Autonomie,cross_volume,Bd01_A-B:0343:0438,Autonomie,Bd01_A-B,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,32,Wille,Wille,cross_volume,Bd08_Th-Z:0533:0510,Wille,Bd08_Th-Z,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,33,Altruismus-,Altruismus-,unresolved,,,,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,34,Egoismus,Egoismus,cross_volume,Bd02_C-F:0297:0334,Egoismus,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,35,Aussagen,Aussagen im Modus der Aufforderung (hinsichtlich,deinflected,Bd01_A-B:0324:0413,Aussage,Bd01_A-B,1,0,n
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,36,Gute,Gute,same_volume,Bd03_G-Inn:0259:0199,"Gute, das",Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,37,Norm,"Norm (handlungstheoretisch, moralphilosophisch",cross_volume,Bd05_Log-N:0624:0493,Norm,Bd05_Log-N,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,38,Norm,"Norm (juristisch, sozialwissenschaftlich",cross_volume,Bd05_Log-N:0626:0494,"Norm (juristisch, sozialwissenschaftlich)",Bd05_Log-N,3,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,39,wahr/das,wahr/das Wahre,cross_volume,Bd08_Th-Z:0393:0385,wahr/das Wahre,Bd08_Th-Z,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,40,Rechtsphilosophie,Rechtsphilosophie und,cross_volume,Bd07_Re-Te:0039:0018,Rechtsphilosophie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,41,Staatsphilosophie,Staatsphilosophie gehören und neuerdings auch in die,cross_volume,Bd07_Re-Te:0528:0432,Staatsphilosophie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,42,Kommunikationswissenschaft,"Kommunikationswissenschaft, speziell in die",cross_volume,Bd04_Ins-Loc:0286:0198,Kommunikationswissenschaft,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,43,Sozialphilosophie,Sozialphilosophie,cross_volume,Bd07_Re-Te:0460:0389,Sozialphilosophie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,44,Ethik,Ethik,cross_volume,Bd02_C-F:0422:0475,Ethik,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,45,Philosophie,"Philosophie, politische",cross_volume,Bd06_O-Ra:0300:0213,"Philosophie, politische",Bd06_O-Ra,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,46,Sprachphilosophie,Sprachphilosophie und der Philosophie des Geistes (,cross_volume,Bd07_Re-Te:0511:0423,Sprachphilosophie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,47,philosophy,"philosophy of mind,",cross_volume,Bd06_O-Ra:0310:0221,philosophy of mind,Bd06_O-Ra,3,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,48,Sprache,Sprache des Denkens,cross_volume,Bd07_Re-Te:0506:0418,Sprache des Denkens,Bd07_Re-Te,3,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,49,Semantik,Semantik in die,cross_volume,Bd07_Re-Te:0354:0283,Semantik,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,50,Pragmatik,"Pragmatik (Peirce, Wittgenstein, dialogischer",cross_volume,Bd06_O-Ra:0429:0308,Pragmatik,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,51,Konstruktivismus,Konstruktivismus,cross_volume,Bd04_Ins-Loc:0334:0261,Konstruktivismus,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,52,Sprechakte,Sprechakte (J,deinflected,Bd07_Re-Te:0518:0428,Sprechakt,Bd07_Re-Te,1,0,e
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,53,Zweckrationalität,Zweckrationalität,cross_volume,Bd08_Th-Z:0713:0638,Zweckrationalität,Bd08_Th-Z,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,54,Entscheidungstheorie,"Entscheidungstheorie, dabei insbes",cross_volume,Bd02_C-F:0353:0415,Entscheidungstheorie,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,55,Spieltheorie,Spieltheorie und,cross_volume,Bd07_Re-Te:0486:0407,Spieltheorie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,56,Systemtheorie,Systemtheorie einschließlich Planungstheorie (,cross_volume,Bd07_Re-Te:0657:0565,Systemtheorie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,57,Praxeologie,Praxeologie,cross_volume,Bd06_O-Ra:0443:0325,Praxeologie,Bd06_O-Ra,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,58,Gerechtigkeit,Gerechtigkeit,same_volume,Bd03_G-Inn:0115:0087,Gerechtigkeit,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,59,Konsenses,Konsenses in einer Gruppe bei der Beurteilung einer Streitfrage unter,deinflected,Bd04_Ins-Loc:0321:0240,Konsens,Bd04_Ins-Loc,1,0,es
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,60,Wahrscheinlichkeitstheorie,Wahrscheinlichkeitstheorie modellierte gegenseitige Zuschreibung von Glaubwürdigkeit i,cross_volume,Bd08_Th-Z:0429:0406,Wahrscheinlichkeitstheorie,Bd08_Th-Z,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,61,Erklärung,Erklärung,cross_volume,Bd02_C-F:0399:0456,Erklärung,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,62,Intention,"Intention einer Handlung ein eigenständiger, sie erklärender Grund (e",cross_volume,Bd04_Ins-Loc:0038:0017,Intention,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,63,Grund,"Grund, praktischer",same_volume,Bd03_G-Inn:0245:0185,"Grund, praktischer",Bd03_G-Inn,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,64,Teleologie,Teleologie,cross_volume,Bd07_Re-Te:0706:0607,Teleologie,Bd07_Re-Te,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,65,Repräsentation,"Repräsentation, mentale",cross_volume,Bd07_Re-Te:0125:0095,"Repräsentation, mentale",Bd07_Re-Te,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,66,Einheitswissenschaft,Einheitswissenschaft alle mit dem Handlungsbegriff verbundenen mentalen Termini,cross_volume,Bd02_C-F:0316:0354,Einheitswissenschaft,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,67,Termini,"Termini, noologische",cross_volume,Bd07_Re-Te:0711:0612,"Termini, noologische",Bd07_Re-Te,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,68,Freiheit,Freiheit (handlungstheoretisch,cross_volume,Bd02_C-F:0584:0634,Freiheit (handlungstheoretisch),Bd02_C-F,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,69,other,"other minds,",cross_volume,Bd06_O-Ra:0088:0067,other minds,Bd06_O-Ra,2,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,70,philosophy,philosophy of mind,cross_volume,Bd06_O-Ra:0310:0221,philosophy of mind,Bd06_O-Ra,3,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,71,Denken,"Denken,",cross_volume,Bd02_C-F:0172:0193,Denken,Bd02_C-F,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,72,Handlung,Handlung,same_volume,Bd03_G-Inn:0291:0223,Handlung,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,73,Identität,Identität (,same_volume,Bd03_G-Inn:0548:0395,Identität,Bd03_G-Inn,1,0,
Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,74,Person,Person,cross_volume,Bd06_O-Ra:0166:0148,Person,Bd06_O-Ra,1,0,
Bd03_G-Inn:0307:0227,"Handlungstheorie, kausale",Bd03_G-Inn,0,Handlungstheorie,Handlungstheorie,same_volume,Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,0,Handlungsschema/Handlungsaktualisierung,Handlungsschema/Handlungsaktualisierung,same_volume,Bd03_G-Inn:0302:0225,Handlungsschema,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,1,Handlungstheorie,Handlungstheorie eingeführte Unterscheidung zur Auflösung einer,same_volume,Bd03_G-Inn:0303:0226,Handlungstheorie,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,2,Ambiguität,Ambiguität im Handlungsbegriff (,cross_volume,Bd01_A-B:0134:0177,Ambiguität,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,3,type,type and token,cross_volume,Bd08_Th-Z:0158:0108,type and token,Bd08_Th-Z,3,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,4,Handlung,"Handlung bezeichnet, was durch",same_volume,Bd03_G-Inn:0291:0223,Handlung,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,5,Kennzeichnungen,Kennzeichnungen wie,deinflected,Bd04_Ins-Loc:0205:0143,Kennzeichnung,Bd04_Ins-Loc,1,0,en
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,6,äquivok,äquivok,cross_volume,Bd01_A-B:0213:0311,äquivok,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,7,Aktualisierung,"Aktualisierung, Realisierung, Instantiierung,",cross_volume,Bd01_A-B:0088:0108,Aktualisierung,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,8,Konkretion,"Konkretion, Vorkommnis (",cross_volume,Bd04_Ins-Loc:0318:0234,Konkretion,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,9,Vorkommen,Vorkommen,cross_volume,Bd08_Th-Z:0377:0368,Vorkommen,Bd08_Th-Z,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,10,Eigenschaften,"Eigenschaften,",deinflected,Bd02_C-F:0301:0339,Eigenschaft,Bd02_C-F,1,0,en
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,11,Kategorien,"Kategorien, Genera (",deinflected,Bd04_Ins-Loc:0191:0128,Kategorie,Bd04_Ins-Loc,1,0,n
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,12,Gattung,Gattung,same_volume,Bd03_G-Inn:0038:0014,Gattung,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,13,Mengen,Mengen von Handlungstoken,cross_volume,Bd05_Log-N:0350:0243,"Mengen, ähnliche",Bd05_Log-N,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,14,Explikation,Explikation des Handlungsbegriffs,cross_volume,Bd02_C-F:0477:0527,Explikation,Bd02_C-F,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,15,IndemRelation,IndemRelation aufeinander bezogene Handlungen (,unresolved,,,,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,16,Basishandlung,Basishandlung,cross_volume,Bd01_A-B:0379:0484,Basishandlung,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,17,Erklärung,Erklärung,cross_volume,Bd02_C-F:0399:0456,Erklärung,Bd02_C-F,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,18,Logik,"Logik, deontische",cross_volume,Bd05_Log-N:0034:0013,"Logik, deontische",Bd05_Log-N,2,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,19,zusprechen/absprechen,zusprechen/absprechen,slash_half,Bd08_Th-Z:0708:0632,zusprechen/absprechen,Bd08_Th-Z,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,20,Quantorenlogik,Quantorenlogik,cross_volume,Bd06_O-Ra:0565:0443,Quantorenlogik,Bd06_O-Ra,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,21,Variablen,Variablen für Handlungstoken quantifiziert wird (vgl,deinflected,Bd08_Th-Z:0278:0252,Variable,Bd08_Th-Z,1,0,n
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,22,Klassifikator,Klassifikator,cross_volume,Bd04_Ins-Loc:0250:0167,Klassifikator,Bd04_Ins-Loc,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,23,abstrakt,"abstrakt,",cross_volume,Bd01_A-B:0044:0031,abstrakt,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,24,Abstraktion,Abstraktion,cross_volume,Bd01_A-B:0045:0033,Abstraktion,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,25,Askription/Askriptivismus,Askription/Askriptivismus,slash_half,Bd01_A-B:0274:0371,Askription/Askriptivismus,Bd01_A-B,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,26,Inklusion,Inklusion,same_volume,Bd03_G-Inn:0634:0481,Inklusion,Bd03_G-Inn,1,0,
Bd03_G-Inn:0307:0228,Handlungstyp/Handlungstoken,Bd03_G-Inn,27,Prädikatorenregeln,Prädikatorenregeln formulieren lassen,deinflected,Bd06_O-Ra:0423:0305,Prädikatorenregel,Bd06_O-Ra,1,0,n
Bd03_G-Inn:0308:0229,Han Fei Tzu,Bd03_G-Inn,0,Legalisten,Legalisten,cross_volume,Bd04_Ins-Loc:0511:0408,Legalisten,Bd04_Ins-Loc,1,0,
